county_fips,county_name,state_name,FINAL,votes_gop,votes_dem,total_votes,EstimatePOP2019
30007,Broadwater County,Montana,-0.34968735,3139,830,4056,"6,237"
30009,Carbon County,Montana,-0.343123543,4424,2412,7045,"10,725"
30011,Carter County,Montana,-0.309904153,775,74,864,"1,252"
30013,Cascade County,Montana,-0.512228695,23199,15384,39688,"81,366"
30015,Chouteau County,Montana,-0.473469388,1888,988,2967,"5,635"
30017,Custer County,Montana,-0.484476408,4204,1510,5878,"11,402"
30019,Daniels County,Montana,-0.4,799,195,1014,"1,690"
30021,Dawson County,Montana,-0.438407059,3758,962,4837,"8,613"
30023,Deer Lodge County,Montana,0.465207877,2184,2562,4888,"9,140"
30025,Fallon County,Montana,-0.446591708,1375,172,1575,"2,846"
30027,Fergus County,Montana,-0.412941176,4830,1491,6487,"11,050"
30029,Flathead County,Montana,-0.420727126,38233,20238,60132,"103,806"
30031,Gallatin County,Montana,0.376382893,31639,36964,71363,"114,434"
30033,Garfield County,Montana,-0.353736089,764,41,813,"1,258"
30035,Glacier County,Montana,0.590634771,1882,3603,5630,"13,753"
30037,Golden Valley County,Montana,-0.387332521,414,78,503,821
30039,Granite County,Montana,-0.377922462,1419,638,2102,"3,379"
30041,Hill County,Montana,-0.565214754,3952,2972,7167,"16,484"
30043,Jefferson County,Montana,-0.329760249,5345,2625,8191,"12,221"
30045,Judith Basin County,Montana,-0.330343797,1040,275,1344,"2,007"
30047,Lake County,Montana,-0.45442905,9319,6911,16617,"30,458"
30049,Lewis and Clark County,Montana,-0.388163959,21407,19741,42481,"69,432"
30051,Liberty County,Montana,-0.536585366,821,249,1083,"2,337"
30053,Lincoln County,Montana,-0.421221221,8516,2812,11564,"19,980"
30055,McCone County,Montana,-0.322115385,956,155,1128,"1,664"
30057,Madison County,Montana,-0.289883721,4186,1770,6107,"8,600"
30059,Meagher County,Montana,-0.40386681,833,258,1110,"1,862"
30061,Mineral County,Montana,-0.417329998,1828,686,2562,"4,397"
30063,Missoula County,Montana,0.398252508,26336,43351,71969,"119,600"
30065,Musselshell County,Montana,-0.378156702,2423,413,2881,"4,633"
30067,Park County,Montana,-0.300734674,6022,5277,11612,"16,606"
30069,Petroleum County,Montana,-0.27926078,298,39,351,487
30071,Phillips County,Montana,-0.397066262,1936,414,2384,"3,954"
30073,Pondera County,Montana,-0.49348672,2030,903,2994,"5,911"
30075,Powder River County,Montana,-0.324613555,970,154,1136,"1,682"
30077,Powell County,Montana,-0.537445573,2347,752,3187,"6,890"
30079,Prairie County,Montana,-0.309192201,603,126,744,"1,077"
30081,Ravalli County,Montana,-0.34963247,19103,8757,28490,"43,806"
30083,Richland County,Montana,-0.464130334,4792,874,5789,"10,803"
30085,Roosevelt County,Montana,-0.635132679,1991,1902,4015,"11,004"
30087,Rosebud County,Montana,-0.576815486,2485,1199,3782,"8,937"
30089,Sanders County,Montana,-0.368364567,5660,1819,7651,"12,113"
30091,Sheridan County,Montana,-0.386823814,1402,574,2029,"3,309"
30093,Silver Bow County,Montana,0.456594587,7790,10442,18973,"34,915"
30095,Stillwater County,Montana,-0.408110351,4430,1155,5707,"9,642"
30097,Sweet Grass County,Montana,-0.345464276,1840,549,2446,"3,737"
30099,Teton County,Montana,-0.398893769,2608,1007,3695,"6,147"
30101,Toole County,Montana,-0.551731419,1596,467,2123,"4,736"
30103,Treasure County,Montana,-0.33908046,373,78,460,696
30105,Valley County,Montana,-0.422390481,3135,1030,4272,"7,396"
30107,Wheatland County,Montana,-0.497648166,823,225,1068,"2,126"
30109,Wibaux County,Montana,-0.382868937,516,77,598,969
30111,Yellowstone County,Montana,-0.490285183,49548,29936,82217,"161,300"
31001,Adams County,Nebraska,-0.532889073,10085,4213,14650,"31,363"
31003,Antelope County,Nebraska,-0.431089235,3093,452,3583,"6,298"
31005,Arthur County,Nebraska,-0.386609071,260,21,284,463
31007,Banner County,Nebraska,-0.44966443,362,43,410,745
31009,Blaine County,Nebraska,-0.31827957,280,35,317,465
31011,Boone County,Nebraska,-0.380392912,2653,499,3217,"5,192"
31013,Box Butte County,Nebraska,-0.519521469,4002,1051,5181,"10,783"
31015,Boyd County,Nebraska,-0.399166232,1010,135,1153,"1,919"
31017,Brown County,Nebraska,-0.432825719,1468,190,1676,"2,955"
31019,Buffalo County,Nebraska,-0.52729616,16473,6292,23474,"49,659"
31021,Burt County,Nebraska,-0.425762502,2560,1061,3709,"6,459"
31023,Butler County,Nebraska,-0.441367265,3526,869,4478,"8,016"
31025,Cass County,Nebraska,-0.416412679,10121,4737,15318,"26,248"
31027,Cedar County,Nebraska,-0.405379672,4174,725,4996,"8,402"
31029,Chase County,Nebraska,-0.492099898,1740,226,1993,"3,924"
31031,Cherry County,Nebraska,-0.426085428,2844,373,3265,"5,689"
31033,Cheyenne County,Nebraska,-0.465207632,3813,855,4765,"8,910"
31035,Clay County,Nebraska,-0.426406577,2848,632,3558,"6,203"
31037,Colfax County,Nebraska,-0.652255113,2635,1024,3724,"10,709"
31039,Cuming County,Nebraska,-0.5012435,3476,862,4412,"8,846"
31041,Custer County,Nebraska,-0.454671987,4996,768,5877,"10,777"
31043,Dakota County,Nebraska,-0.660741037,3926,2744,6794,"20,026"
31045,Dawes County,Nebraska,-0.522412388,2919,1076,4102,"8,589"
31047,Dawson County,Nebraska,-0.61046832,6524,2497,9191,"23,595"
31049,Deuel County,Nebraska,-0.396878484,901,153,1082,"1,794"
31051,Dixon County,Nebraska,-0.452980837,2335,651,3083,"5,636"
31053,Dodge County,Nebraska,-0.538356352,10963,5526,16880,"36,565"
31055,Douglas County,Nebraska,0.527486011,116696,146433,269960,"571,327"
31057,Dundy County,Nebraska,-0.409923213,883,105,999,"1,693"
31059,Fillmore County,Nebraska,-0.426217503,2359,693,3134,"5,462"
31061,Franklin County,Nebraska,-0.422289359,1434,276,1721,"2,979"
31063,Frontier County,Nebraska,-0.451846212,1229,189,1440,"2,627"
31065,Furnas County,Nebraska,-0.443755346,2163,399,2601,"4,676"
31067,Gage County,Nebraska,-0.485520383,7445,3385,11068,"21,513"
31069,Garden County,Nebraska,-0.349482852,1016,161,1195,"1,837"
31071,Garfield County,Nebraska,-0.458100559,925,133,1067,"1,969"
31073,Gosper County,Nebraska,-0.438190955,893,215,1118,"1,990"
31075,Grant County,Nebraska,-0.354735152,375,20,402,623
31077,Greeley County,Nebraska,-0.466044143,1016,229,1258,"2,356"
31079,Hall County,Nebraska,-0.608837384,15950,7551,23999,"61,353"
31081,Hamilton County,Nebraska,-0.407979408,4297,1117,5520,"9,324"
31083,Harlan County,Nebraska,-0.429585799,1615,282,1928,"3,380"
31085,Hayes County,Nebraska,-0.422993492,492,34,532,922
31087,Hitchcock County,Nebraska,-0.469949312,1260,174,1464,"2,762"
31089,Holt County,Nebraska,-0.450581107,4766,683,5531,"10,067"
31091,Hooker County,Nebraska,-0.351906158,376,59,442,682
31093,Howard County,Nebraska,-0.456788208,2786,648,3501,"6,445"
31095,Jefferson County,Nebraska,-0.476866307,2593,1009,3686,"7,046"
31097,Johnson County,Nebraska,-0.560836127,1517,646,2227,"5,071"
31099,Kearney County,Nebraska,-0.447113164,2812,699,3591,"6,495"
31101,Keith County,Nebraska,-0.456808564,3544,763,4364,"8,034"
31103,Keya Paha County,Nebraska,-0.343672457,476,49,529,806
31105,Kimball County,Nebraska,-0.487885463,1553,267,1860,"3,632"
31107,Knox County,Nebraska,-0.43674988,3719,903,4693,"8,332"
31109,Lancaster County,Nebraska,0.520414303,68321,80513,153031,"319,090"
31111,Lincoln County,Nebraska,-0.508764393,13071,3692,17151,"34,914"
31113,Logan County,Nebraska,-0.398395722,407,38,450,748
31115,Loup County,Nebraska,-0.31626506,370,75,454,664
31117,McPherson County,Nebraska,-0.388663968,275,17,302,494
31119,Madison County,Nebraska,-0.561041625,11678,3393,15407,"35,099"
31121,Merrick County,Nebraska,-0.449774339,3407,740,4267,"7,755"
31123,Morrill County,Nebraska,-0.448944421,2113,386,2558,"4,642"
31125,Nance County,Nebraska,-0.480534243,1437,359,1828,"3,519"
31127,Nemaha County,Nebraska,-0.509036145,2428,921,3423,"6,972"
31129,Nuckolls County,Nebraska,-0.446480231,1850,409,2296,"4,148"
31131,Otoe County,Nebraska,-0.481264052,5609,2481,8306,"16,012"
31133,Pawnee County,Nebraska,-0.45311902,1071,322,1429,"2,613"
31135,Perkins County,Nebraska,-0.465582843,1321,199,1545,"2,891"
31137,Phelps County,Nebraska,-0.445539075,4157,752,5009,"9,034"
31139,Pierce County,Nebraska,-0.439563514,3462,480,4006,"7,148"
31141,Platte County,Nebraska,-0.544188826,11827,3208,15256,"33,470"
31143,Polk County,Nebraska,-0.44945329,2286,527,2870,"5,213"
31145,Red Willow County,Nebraska,-0.491607609,4525,811,5452,"10,724"
31147,Richardson County,Nebraska,-0.489129053,2981,981,4018,"7,865"
31149,Rock County,Nebraska,-0.380250553,744,84,841,"1,357"
31151,Saline County,Nebraska,-0.624859393,3458,1737,5336,"14,224"
31153,Sarpy County,Nebraska,-0.490325648,51518,41029,95409,"187,196"
31155,Saunders County,Nebraska,-0.413940124,9036,3318,12646,"21,578"
31157,Scotts Bluff County,Nebraska,-0.570750744,10810,4133,15289,"35,618"
31159,Seward County,Nebraska,-0.471071511,6490,2438,9142,"17,284"
31161,Sheridan County,Nebraska,-0.49065955,2292,340,2672,"5,246"
31163,Sherman County,Nebraska,-0.440186604,1306,341,1680,"3,001"
31165,Sioux County,Nebraska,-0.374785592,642,72,729,"1,166"
31167,Stanton County,Nebraska,-0.465371622,2561,532,3165,"5,920"
31169,Thayer County,Nebraska,-0.410153908,2285,619,2951,"5,003"
31171,Thomas County,Nebraska,-0.408587258,377,45,427,722
31173,Thurston County,Nebraska,-0.682447398,1164,1107,2294,"7,224"
31175,Valley County,Nebraska,-0.438912939,1892,410,2333,"4,158"
31177,Washington County,Nebraska,-0.401177095,8583,3554,12413,"20,729"
31179,Wayne County,Nebraska,-0.552477357,3055,1022,4200,"9,385"
31181,Webster County,Nebraska,-0.462001721,1511,335,1876,"3,487"
31183,Wheeler County,Nebraska,-0.358876117,438,59,502,783
31185,York County,Nebraska,-0.481760363,5296,1619,7089,"13,679"
32001,Churchill County,Nevada,-0.498052913,9088,2966,12503,"24,909"
32003,Clark County,Nevada,0.624025076,379570,457312,852228,"2,266,715"
32005,Douglas County,Nevada,-0.314241898,21237,11390,33537,"48,905"
32007,Elko County,Nevada,-0.610159536,15726,4246,20575,"52,778"
32009,Esmeralda County,Nevada,-0.457044674,389,72,474,873
32011,Eureka County,Nevada,-0.535731888,833,92,942,"2,029"
32013,Humboldt County,Nevada,-0.564850573,5531,1608,7324,"16,831"
32015,Lander County,Nevada,-0.520426609,2110,478,2653,"5,532"
32017,Lincoln County,Nevada,-0.553926298,1949,318,2312,"5,183"
32019,Lyon County,Nevada,-0.488923665,20302,8264,29392,"57,510"
32021,Mineral County,Nevada,-0.516315205,1343,759,2179,"4,505"
32023,Nye County,Nevada,-0.508694624,15791,6618,22857,"46,523"
32027,Pershing County,Nevada,-0.668104089,1668,525,2232,"6,725"
32029,Storey County,Nevada,-0.303904924,1905,899,2870,"4,123"
32031,Washoe County,Nevada,0.482243558,113450,123690,244132,"471,519"
32033,White Pine County,Nevada,-0.563987474,3238,836,4177,"9,580"
32510,Carson City,Nevada,-0.479111524,15771,12485,29126,"55,916"
33001,Belknap County,New Hampshire,-0.373815311,20870,16857,38387,"61,303"
33003,Carroll County,New Hampshire,0.323021877,16065,16618,33111,"48,910"
33005,Cheshire County,New Hampshire,0.419070776,17892,25502,44200,"76,085"
33007,Coos County,New Hampshire,-0.477014226,8611,7625,16507,"31,563"
33009,Grafton County,New Hampshire,0.399361413,19905,33180,53989,"89,886"
33011,Hillsborough County,New Hampshire,0.447201007,104553,120032,230531,"417,025"
33013,Merrimack County,New Hampshire,0.408967508,39518,48323,89477,"151,391"
33015,Rockingham County,New Hampshire,0.357740768,95858,100064,198952,"309,769"
33017,Strafford County,New Hampshire,0.436007747,30486,41693,73676,"130,633"
33019,Sullivan County,New Hampshire,0.435289482,11490,12390,24365,"43,146"
34001,Atlantic County,New Jersey,0.499791406,60912,68933,131890,"263,670"
34003,Bergen County,New Jersey,0.51872341,182831,259358,448647,"932,202"
34005,Burlington County,New Jersey,0.518806599,79881,131202,214299,"445,349"
34007,Camden County,New Jersey,0.594991618,62174,140026,205125,"506,471"
34009,Cape May County,New Jersey,-0.402644531,31498,22713,54980,"92,039"
34011,Cumberland County,New Jersey,0.731800946,17387,22257,40103,"149,527"
34013,Essex County,New Jersey,0.635651929,63971,224615,291105,"798,975"
34015,Gloucester County,New Jersey,0.423620541,80700,84120,168093,"291,636"
34017,Hudson County,New Jersey,0.718138702,45160,141997,189521,"672,391"
34019,Hunterdon County,New Jersey,-0.364819773,39751,37419,78998,"124,371"
34021,Mercer County,New Jersey,0.569300275,45926,109514,158252,"367,430"
34023,Middlesex County,New Jersey,0.740895836,70250,141256,213777,"825,062"
34025,Monmouth County,New Jersey,0.527058234,142212,146893,292654,"618,795"
34027,Morris County,New Jersey,0.697549025,63209,83266,148759,"491,845"
34029,Ocean County,New Jersey,-0.472919336,202449,112552,320036,"607,186"
34031,Passaic County,New Jersey,0.721309777,53826,84346,139854,"501,826"
34033,Salem County,New Jersey,-0.520637974,16524,12786,29905,"62,385"
34035,Somerset County,New Jersey,0.511227176,61074,97301,160774,"328,934"
34037,Sussex County,New Jersey,-0.513645294,38188,28728,68327,"140,488"
34039,Union County,New Jersey,0.779313407,32427,88990,122777,"556,341"
34041,Warren County,New Jersey,-0.582157751,23806,19327,43985,"105,267"
35001,Bernalillo County,New Mexico,0.535676264,115674,192042,315332,"679,121"
35003,Catron County,New Mexico,-0.340799546,1698,594,2325,"3,527"
35005,Chaves County,New Mexico,-0.65266579,15656,6381,22443,"64,615"
35006,Cibola County,New Mexico,0.66864105,3962,4696,8839,"26,675"
35007,Colfax County,New Mexico,-0.496189599,3271,2611,6016,"11,941"
35009,Curry County,New Mexico,-0.692016996,10428,4300,15077,"48,954"
35011,De Baca County,New Mexico,-0.485697941,654,231,899,"1,748"
35013,Do̱a Ana County,New Mexico,#N/A,32760,47919,82556,#N/A
35015,Eddy County,New Mexico,-0.602771126,17454,5424,23222,"58,460"
35017,Grant County,New Mexico,0.465330765,6553,7590,14435,"26,998"
35019,Guadalupe County,New Mexico,0.493255814,912,1229,2179,"4,300"
35021,Harding County,New Mexico,-0.192,319,179,505,625
35023,Hidalgo County,New Mexico,-0.535969509,1105,812,1948,"4,198"
35025,Lea County,New Mexico,-0.705670466,16531,4061,20918,"71,070"
35027,Lincoln County,New Mexico,-0.473431433,6942,3194,10306,"19,572"
35028,Los Alamos County,New Mexico,0.365790696,4274,7549,12284,"19,369"
35029,Luna County,New Mexico,-0.658231051,4407,3564,8103,"23,709"
35031,McKinley County,New Mexico,0.63298163,7717,17826,26193,"71,367"
35033,Mora County,New Mexico,0.406547224,902,1744,2683,"4,521"
35035,Otero County,New Mexico,-0.650777893,14521,8483,23569,"67,490"
35037,Quay County,New Mexico,-0.530716103,2634,1170,3873,"8,253"
35039,Rio Arriba County,New Mexico,0.575781712,5390,10896,16511,"38,921"
35041,Roosevelt County,New Mexico,-0.642810811,4634,1802,6608,"18,500"
35043,Sandoval County,New Mexico,0.480640281,34063,40361,76215,"146,748"
35045,San Juan County,New Mexico,-0.578211975,32872,18076,52284,"123,958"
35047,San Miguel County,New Mexico,0.57825274,3414,7869,11504,"27,277"
35049,Santa Fe County,New Mexico,0.459869112,18236,61629,81213,"150,358"
35051,Sierra County,New Mexico,-0.449077935,3542,2265,5945,"10,791"
35053,Socorro County,New Mexico,0.569694055,3255,3721,7159,"16,637"
35055,Taos County,New Mexico,0.486905235,3638,12816,16790,"32,723"
35057,Torrance County,New Mexico,-0.529073152,4772,2344,7281,"15,461"
35059,Union County,New Mexico,-0.559251047,1388,383,1789,"4,059"
35061,Valencia County,New Mexico,-0.583520238,17245,14051,31939,"76,688"
36001,Albany County,New York,0.602204212,45570,73189,121529,"305,506"
36003,Allegany County,New York,-0.625284763,12670,4188,17271,"46,091"
36005,Bronx County,New York,0.767567076,55849,271835,329638,"1,418,207"
36007,Broome County,New York,-0.620705766,38296,32209,72251,"190,488"
36009,Cattaraugus County,New York,-0.60519989,20295,9142,30051,"76,117"
36011,Cayuga County,New York,-0.604366903,17639,11993,30296,"76,576"
36013,Chautauqua County,New York,-0.618385696,31247,16200,48428,"126,903"
36015,Chemung County,New York,-0.620806173,19388,11573,31646,"83,456"
36017,Chenango County,New York,-0.63477874,11736,5126,17241,"47,207"
36019,Clinton County,New York,-0.658681742,14354,12690,27471,"80,485"
36021,Columbia County,New York,0.536889726,12883,14148,27537,"59,461"
36023,Cortland County,New York,-0.649019567,9484,6829,16700,"47,581"
36025,Delaware County,New York,-0.57487255,11952,6420,18763,"44,135"
36027,Dutchess County,New York,-0.593706028,59661,57720,119539,"294,218"
36029,Erie County,New York,0.582071227,178349,198808,383952,"918,702"
36031,Essex County,New York,-0.588315033,7953,6970,15185,"36,885"
36033,Franklin County,New York,-0.692195434,8530,6586,15397,"50,022"
36035,Fulton County,New York,-0.622482813,13989,5804,20153,"53,383"
36037,Genesee County,New York,-0.563477654,17340,7048,25004,"57,280"
36039,Greene County,New York,-0.557472239,12722,7675,20882,"47,188"
36041,Hamilton County,New York,-0.360280797,1917,863,2825,"4,416"
36043,Herkimer County,New York,-0.596112135,17038,7282,24766,"61,319"
36045,Jefferson County,New York,-0.676511827,22779,12053,35530,"109,834"
36047,Kings County,New York,0.728920588,174731,514133,693937,"2,559,903"
36049,Lewis County,New York,-0.586324916,7931,2768,10878,"26,296"
36051,Livingston County,New York,-0.581444512,16575,9150,26333,"62,914"
36053,Madison County,New York,-0.609562876,16553,10417,27698,"70,941"
36055,Monroe County,New York,0.627592111,122995,146403,276241,"741,770"
36057,Montgomery County,New York,-0.642124297,11500,5746,17615,"49,221"
36059,Nassau County,New York,-0.577938042,286661,280288,572706,"1,356,924"
36061,New York County,New York,0.725634338,65001,377605,446861,"1,628,706"
36063,Niagara County,New York,-0.580368022,51355,34809,87821,"209,281"
36065,Oneida County,New York,-0.632227086,51950,30542,84099,"228,671"
36067,Onondaga County,New York,0.616097175,78994,93850,176798,"460,528"
36069,Ontario County,New York,-0.564298532,25757,20779,47830,"109,777"
36071,Orange County,New York,-0.63642126,76218,61868,139956,"384,940"
36073,Orleans County,New York,-0.612782514,11173,4082,15625,"40,352"
36075,Oswego County,New York,-0.619668044,28914,14677,44546,"117,124"
36077,Otsego County,New York,-0.624493638,12682,9138,22340,"59,493"
36079,Putnam County,New York,-0.555929618,25899,17106,43661,"98,320"
36081,Queens County,New York,0.580021457,173304,769135,946572,"2,253,858"
36083,Rensselaer County,New York,-0.588662626,33371,30450,65285,"158,714"
36085,Richmond County,New York,-0.624585471,110094,67223,178751,"476,143"
36087,Rockland County,New York,-0.643867657,63830,50926,116024,"325,789"
36089,St. Lawrence County,New York,-0.670326712,21862,13036,35519,"107,740"
36091,Saratoga County,New York,-0.531969042,55248,49697,107583,"229,863"
36093,Schenectady County,New York,0.609842948,27544,31685,60591,"155,299"
36095,Schoharie County,New York,-0.568566728,9010,4006,13374,"30,999"
36097,Schuyler County,New York,-0.538383782,5181,2858,8220,"17,807"
36099,Seneca County,New York,-0.61917921,7582,5076,12954,"34,016"
36101,Steuben County,New York,-0.593233311,26781,11299,38797,"95,379"
36103,Suffolk County,New York,-0.594928488,333100,258007,598129,"1,476,601"
36105,Sullivan County,New York,-0.642976456,15555,10995,26931,"75,432"
36107,Tioga County,New York,-0.573574259,13292,6724,20555,"48,203"
36109,Tompkins County,New York,0.69807203,8522,21643,30851,"102,180"
36111,Ulster County,New York,0.562619317,33580,42606,77667,"177,573"
36113,Warren County,New York,-0.567981359,15200,11811,27625,"63,944"
36115,Washington County,New York,-0.614289916,14577,8537,23607,"61,204"
36117,Wayne County,New York,-0.583787451,23734,12799,37425,"89,918"
36119,Westchester County,New York,0.353680494,217725,400881,625318,"967,506"
36121,Wyoming County,New York,-0.569432249,12969,3840,17162,"39,859"
36123,Yates County,New York,-0.646088388,5552,3046,8817,"24,913"
37001,Alamance County,North Carolina,-0.500262523,45490,38186,84710,"169,509"
37003,Alexander County,North Carolina,-0.463423741,15806,4113,20120,"37,497"
37005,Alleghany County,North Carolina,-0.457663644,4501,1480,6040,"11,137"
37007,Anson County,North Carolina,0.542542747,5321,5788,11183,"24,446"
37009,Ashe County,North Carolina,-0.423188619,11368,4149,15691,"27,203"
37011,Avery County,North Carolina,-0.468075412,7092,2171,9339,"17,557"
37013,Beaufort County,North Carolina,-0.443248074,16352,9575,26164,"46,994"
37015,Bertie County,North Carolina,0.489101177,3778,5846,9680,"18,947"
37017,Bladen County,North Carolina,-0.480196809,9623,7281,17009,"32,722"
37019,Brunswick County,North Carolina,-0.374541381,55373,32984,89328,"142,820"
37021,Buncombe County,North Carolina,0.385725389,61983,95881,160443,"261,191"
37023,Burke County,North Carolina,-0.511720175,30814,12985,44182,"90,485"
37025,Cabarrus County,North Carolina,-0.460751295,62974,51943,116722,"216,453"
37027,Caldwell County,North Carolina,-0.483584414,31877,10105,42438,"82,178"
37029,Camden County,North Carolina,-0.459004325,4277,1515,5879,"10,867"
37031,Carteret County,North Carolina,-0.389028831,29886,11999,42446,"69,473"
37033,Caswell County,North Carolina,-0.470801628,7040,4831,11962,"22,604"
37035,Catawba County,North Carolina,-0.481350791,56203,25420,82751,"159,551"
37037,Chatham County,North Carolina,0.351309252,21055,26642,48308,"74,470"
37039,Cherokee County,North Carolina,-0.428875996,12568,3563,16341,"28,612"
37041,Chowan County,North Carolina,-0.443878649,4458,3232,7754,"13,943"
37043,Clay County,North Carolina,-0.39203989,5074,1685,6828,"11,231"
37045,Cleveland County,North Carolina,-0.478340327,33664,16879,51095,"97,947"
37047,Columbus County,North Carolina,-0.527221301,16696,9382,26243,"55,508"
37049,Craven County,North Carolina,-0.484281225,30831,20977,52675,"102,139"
37051,Cumberland County,North Carolina,0.566038467,59498,83533,145598,"335,509"
37053,Currituck County,North Carolina,-0.42347729,11566,4151,16006,"27,763"
37055,Dare County,North Carolina,-0.349860845,13844,9855,24061,"37,009"
37057,Davidson County,North Carolina,-0.494150075,62143,21483,84785,"167,609"
37059,Davie County,North Carolina,-0.415137936,18115,6653,25059,"42,846"
37061,Duplin County,North Carolina,-0.61679236,13703,8676,22510,"58,741"
37063,Durham County,North Carolina,0.448729035,31827,142770,177227,"321,488"
37065,Edgecombe County,North Carolina,0.507615791,9162,16027,25344,"51,472"
37067,Forsyth County,North Carolina,0.480848559,84176,111769,198469,"382,295"
37069,Franklin County,North Carolina,-0.467905575,20748,15776,37079,"69,685"
37071,Gaston County,North Carolina,-0.493201324,72132,40231,113791,"224,529"
37073,Gates County,North Carolina,-0.485902093,3354,2540,5944,"11,562"
37075,Graham County,North Carolina,-0.454330056,3667,896,4606,"8,441"
37077,Granville County,North Carolina,-0.481892031,16548,14448,31316,"60,443"
37079,Greene County,North Carolina,-0.586359106,4858,3820,8715,"21,069"
37081,Guilford County,North Carolina,0.476517851,106384,171538,281201,"537,174"
37083,Halifax County,North Carolina,0.49040192,9973,15382,25485,"50,010"
37085,Harnett County,North Carolina,-0.575417721,34905,21839,57733,"135,976"
37087,Haywood County,North Carolina,-0.418056068,22698,13095,36265,"62,317"
37089,Henderson County,North Carolina,-0.422800787,39810,27014,67773,"117,417"
37091,Hertford County,North Carolina,0.552730498,3470,7077,10590,"23,677"
37093,Hoke County,North Carolina,0.603885288,9601,11929,21879,"55,234"
37095,Hyde County,North Carolina,-0.499696172,1408,1035,2470,"4,937"
37097,Iredell County,North Carolina,-0.442944677,66439,33426,101276,"181,806"
37099,Jackson County,North Carolina,-0.516659839,11263,9522,21237,"43,938"
37101,Johnston County,North Carolina,-0.47336139,67901,40861,110246,"209,339"
37103,Jones County,North Carolina,-0.417772587,3267,2175,5484,"9,419"
37105,Lee County,North Carolina,-0.532996649,16388,12076,28851,"61,779"
37107,Lenoir County,North Carolina,-0.496380632,14500,13494,28177,"55,949"
37109,Lincoln County,North Carolina,-0.421096027,36167,13178,49850,"86,111"
37111,McDowell County,North Carolina,-0.499715884,16839,5807,22891,"45,756"
37113,Macon County,North Carolina,-0.424201015,14152,6213,20647,"35,858"
37115,Madison County,North Carolina,-0.402436222,7928,4878,13000,"21,755"
37117,Martin County,North Carolina,-0.445008913,6493,5876,12454,"22,440"
37119,Mecklenburg County,North Carolina,0.492759079,178066,375503,563218,"1,110,356"
37121,Mitchell County,North Carolina,-0.401229618,7041,1852,8960,"14,964"
37123,Montgomery County,North Carolina,-0.529716998,8363,4305,12779,"27,173"
37125,Moore County,North Carolina,-0.4273295,36459,20547,57771,"100,880"
37127,Nash County,North Carolina,0.450401917,25653,25702,51826,"94,298"
37129,New Hanover County,North Carolina,0.448746764,62420,64876,129254,"234,473"
37131,Northampton County,North Carolina,0.482882513,3977,6048,10075,"19,483"
37133,Onslow County,North Carolina,-0.645762815,45016,23474,70117,"197,938"
37135,Orange County,North Carolina,0.434184649,19993,63097,84010,"148,476"
37137,Pamlico County,North Carolina,-0.404997643,4815,2699,7572,"12,726"
37139,Pasquotank County,North Carolina,0.510044194,9626,9653,19512,"39,824"
37141,Pender County,North Carolina,-0.461290834,21833,11655,33971,"63,060"
37143,Perquimans County,North Carolina,-0.446111565,4894,2485,7457,"13,463"
37145,Person County,North Carolina,-0.44955685,13104,8416,21737,"39,490"
37147,Pitt County,North Carolina,0.522983037,38515,46607,86217,"180,742"
37149,Polk County,North Carolina,-0.408753136,7643,4485,12253,"20,724"
37151,Randolph County,North Carolina,-0.493356164,56589,15506,72788,"143,667"
37153,Richmond County,North Carolina,-0.540542952,11752,8676,20597,"44,829"
37155,Robeson County,North Carolina,-0.660218182,26012,18094,44384,"130,625"
37157,Rockingham County,North Carolina,-0.480925173,30997,15811,47241,"91,010"
37159,Rowan County,North Carolina,-0.487951129,49053,22889,72756,"142,088"
37161,Rutherford County,North Carolina,-0.491623029,24631,9049,34076,"67,029"
37163,Sampson County,North Carolina,-0.553068581,17330,10832,28394,"63,531"
37165,Scotland County,North Carolina,-0.579817936,7399,7137,14632,"34,823"
37167,Stanly County,North Carolina,-0.464637137,25297,8037,33624,"62,806"
37169,Stokes County,North Carolina,-0.440130728,19997,5258,25525,"45,591"
37171,Surry County,North Carolina,-0.494448546,27344,8635,36290,"71,783"
37173,Swain County,North Carolina,-0.507672903,4152,2765,7026,"14,271"
37175,Transylvania County,North Carolina,-0.410993166,11578,8413,20253,"34,385"
37177,Tyrrell County,North Carolina,-0.548804781,1043,757,1812,"4,016"
37179,Union County,North Carolina,-0.460203703,79778,48199,129475,"239,859"
37181,Vance County,North Carolina,0.529628382,8385,12412,20948,"44,535"
37183,Wake County,North Carolina,0.438684214,223466,388686,624049,"1,111,761"
37185,Warren County,North Carolina,0.48269221,3739,6344,10207,"19,731"
37187,Washington County,North Carolina,0.46537133,2778,3387,6191,"11,580"
37189,Watauga County,North Carolina,0.434448262,14332,16925,31771,"56,177"
37191,Wayne County,North Carolina,-0.552582209,30505,23986,55091,"123,131"
37193,Wilkes County,North Carolina,-0.485514237,27397,7445,35197,"68,412"
37195,Wilson County,North Carolina,0.505556167,19473,20579,40446,"81,801"
37197,Yadkin County,North Carolina,-0.474500226,15861,3744,19794,"37,667"
37199,Yancey County,North Carolina,-0.375615695,7481,3678,11282,"18,069"
38001,Adams County,North Dakota,-0.428700361,978,258,1266,"2,216"
38003,Barnes County,North Dakota,-0.471243399,3532,1800,5507,"10,415"
38005,Benson County,North Dakota,-0.714285714,1090,817,1952,"6,832"
38007,Billings County,North Dakota,-0.317887931,539,72,633,928
